publication_date,title,conclusions
2018-04-03T00:00:00Z,Stable hydrogen isotope variability within and among plumage tracts (δ2HF) of a migratory wood warbler,"['We draw several conclusions from the exceptional δ2HF variability observed in the Santeetlah Creek population of black-throated blue warblers. First, accuracy of geographic assignment tests in studies of migratory connectivity hinges on the accuracy of transfer functions to convert δ2Hp into δ2HF [9]. Transfer functions, which implicitly incorporate a variety of abiotic, physiological, and ecological processes are ideally estimated by documenting the hydrogen isotope discrimination factor between feather keratins and local precipitation at each of many known molting areas for each study species. In practice, species-specific transfer functions were traditionally based on the intercept of linear regression of δ2HF on δ2Hp of the pooled sample collected at many locations [6, 9]. More recent models have incorporated data on foraging guild, foraging substrate, nesting substrate, diet, and age class among other variables [20, 35]. Conspicuously absent from the latest iterations of both transfer functions and geographic assignment models is the explicit consideration of population-specific data on within-individual heterogeneity of δ2HF, the observed variation within and between feather tracts of individual birds.Second, the finding of high levels of within-individual variation in δ2HF in black-throated blue warblers emphasizes the necessity of homologous sampling when studies aim to compare δ2HF variation among populations but are limited to a single feather sample per individual. Prebasic molt is a prolonged process that requires up to six weeks to complete in wood warblers. Based on our data, the first and last feathers grown during a single molt cycle on the breeding grounds would in most individuals be classified as originating from molting sites that are separated by several degrees of latitude using the stringency benchmarks commonly employed in δ2HF studies of avian movement [21, 22, 26, 38, 69]. In any event, we recommend the incorporation of within-individual variation of δ2HF in geographic assignment models. In a broader context, the Staffelmauser pattern of molt in wood warblers provides a unique window on the seasonal variation of hydrogen isotopes circulating in blood plasma during the six week period of annual molt on the breeding grounds.']"
2016-09-21T00:00:00Z,Fire Usage and Ancient Hominin Detoxification Genes: Protective Ancestral Variants Dominate While Additional Derived Risk Variants Appear in Modern Humans,"['We studied the evolution of detoxification capacity by determining the genetic variants found in Neanderthal and Denisovan hominins for genes known to have an impact on the sensitivity to reproductive impairment, when exposed to genotoxic combustion and food heating products. We hypothesized that selection occurred in favour of lower risk genotypes in the human lineage after the most recent common ancestor of humans and great apes. We observed a predominance of protective alleles not only in Neanderthal and Denisovan hominins, but also in chimpanzees, showing that these protective variants are mainly ancestral. Therefore, our results turned out to be non-conclusive regarding the time depth of fire usage and our hypothesis did not find any support in our study. However, our results do show that high-risk detoxification gene alleles became more numerous in modern humans, an increase which may have already started in early Upper Palaeolithic hunter-gatherers, suggesting that it preceded the major behavioural and dietary changes of the Neolithic. This finding supports previous studies [79, 80, 99] indicating that increases in population size led to the accumulation of alleles with a negative health effect in human populations worldwide. Apparently, extant human smoke detoxification capacity is to a large degree hitchhiking on detoxification capacities developed in our primate past which had nothing to do with fire. This ancestral primate capacity is possibly directed towards the detoxification of plant polyphenols and indolocarbazole compounds originating from the diet and UV-mediated oxidation of tryptophan in the skin. Hominins must have undergone major dietary changes adapting to different habitats in the millions of years of dietary and niche change since our last common ancestor with chimpanzees. It is surprising that these changes apparently did not lead to major changes in the genes under consideration here, an inference that can be tested more robustly when more high coverage Pleistocene genomes become available. Finally, our study provides unexpected insights into the health risks facing our ancestors as well as extant humans and raises some interesting questions for future research, in particular regarding the distant origins and driving forces of the evolution of detoxification mechanisms, and the role of multiple recent population expansions.']"
2015-03-20T00:00:00Z,"Dentary Morphological Variation in Clevosaurus brasiliensis (Rhynchocephalia, Clevosauridae) from the Upper Triassic of Rio Grande do Sul, Brazil","['The morphological differences among the specimens of the sample can be assigned to characteristics that are often influenced by changes during the ontogenetic development, like tooth pattern and wear, dentary growth and secondary bone growth. In C. brasiliensis the lateral wear is stronger in the juvenile specimens, being even absent in some mature specimens. In contrast, the wear in the occlusal surface is stronger in the mature specimens and smooth or absent in the juveniles ones. The dentary in juveniles is slender, bearing more hatchling teeth and the dentary carrier portion of teeth with respect to its length is greater than in mature individuals. In the latter, the dentary is more robust and the hatchling teeth are enclosing by the secondary bone.We believe that there are differences in the way of processing food between adults and juveniles, being juveniles restricted to an insectivorous diet [20,35]. We hold that mature specimens of C. brasiliensis have an omnivorous habit, and it is probable that they have consumed more plant items, compared with to other Clevosaurus. This is supported by the fact that C. brasiliensis has a greater development of the secondary bone, which creates a bigger edentulate portion of the beak-shaped dentary in comparison with other Clevosaurus, and that their teeth do not resemble the mammalian carnassials as in Clevosaurus hudsoni [2,12]. This edentuale portion is similar to the “beak” of Uromastix lizard and it is used for cropping plant [17, 35]. The habit of herbivoy was previously proposed for the rhynchocephalian Sigmala Sigmala, Pelecymala robusta, Sphenotitan as well as the facultative herbivory for Clevosaurus hudsoni, due to the presence of a “beak”[19, 20, 27, 28, 35]. Finally the group that was distinguished for having successflly explored herbivory was the Eilenodontines of America (Late Jurassic to Late Cretaceous) [25, and Apesteguía (unpublished data)].In the case of rhynchocephalians, some important diagnostic features change during the development, such as the proportion of the orbit with respect to the skull size [2], besides the other teatures discussed above. The geometric morphometrics is an effective tool for showing these kinds of biases and for elucidating the shape variation as well as its causes. In the specific case of Clevosaurus brasiliensis, due to the absence of caniniform teeth, which could help to draw reference lines to detect the dentary growth (as in Sphenodon and Cynosphenodon huizachalensis), the geometric morphometry was an alternative tool that helped to understand the dentary growth pattern.']"
2013-12-17T00:00:00Z,"Microstructural, Densitometric and Metabolic Variations in Bones from Rats with Normal or Altered Skeletal States","['We comprehensively assessed the differences across bones affected with different altered skeletal states induced by ovariectomy and vitamin D deficient diets using traditional as well as novel diagnostic modalities. Our findings further justify the inaccuracy of densitometric-based parameters in differentiating metabolic bone diseases. However, although beyond the scope of our study, its usefulness in the diagnosis of metabolic bone diseases should not be disregarded. DXA is still the most widely used method that has among its advantages the ability to obtain measurements at or close to a specific site of interest (commonly lumbar spine and proximal femur) [54,55]. Also, it has been recognized as being relatively less complex and inexpensive when compared to the other methods discussed in the present work [17]. However, DXA measures the average bone mineral content in a two-dimensional projected area with low spatial resolution, thus it cannot differentiate whether the changes occur in the bone microstructure or bone tissue density. Another known drawback of DXA is the possibility of overestimating aBMD values in posteroanterior measurements of the lumbar spine, due to the presence of typical degenerative changes seen in the elderly. Determination of volumetric bone mineral density in any part of the skeletal structure accounts for one of the main contrast points between QCT and DXA. Also, QCT allows for the possibility of assessing cortical and cancellous bone separately [56]. Although QCT has not proven to be superior to anteroposterior spinal DXA measurements, it eliminates artifacts from soft tissue and posterior elements previously mentioned that may overestimate some of the obtained values [57]. On the downside, the precision of QCT-derived BMD measurements depends in part of the repositioning of the patient, as well as in the size and shape of the region of interest. Also, the accuracy of such technique is limited by beam-hardening and partial volume averaging [58]. As osteomalacia is characterized by impaired bone mineralization, the use of densitometric analyses may lead to misinterpretation of the condition as osteoporosis [59]. In contrast, CT imaging in combination with the PET component certainly provides an accurate three-dimensional measurement of the changes in both bone tissue mineral density, microstructure and metabolic activity for cortical and cancellous bone. ']"
2015-06-30T00:00:00Z,The Impact of Climate on the Spread of Rice to North-Eastern China: A New Look at the Data from Shandong Province,"['Climatic changes during the Holocene played an important role in the spread of rice as a crop across China. Our crop niche model shows that the rice at Houli period sites could have been locally grown or exploited by local hunter-gatherers as tropical varieties of O. japonica rice extended its niche into Shandong during the climatic optimum. Relatively minor declines in temperature from the climatic optimum result in tropical O. japonica losing its niche in large parts of Shandong. Areas of southern Shandong that lie on the border for of tropical O. japonica rices niche may have played an important role in placing adaptive pressure on rice to develop a temperate habit. Once developed, temperate varieties of O. japonica facilitated the re-expansion of rice into the province. Cooler areas of the northern peninsula never became fully engaged in rice agriculture. In these cooler areas, the cold tolerant and shorter season crop, foxtail millet appears to have been a primary focus of agricultural production. Ancient farmers in Shandong appear to have adopted rice agriculture in areas and periods of time when it was expedient to do so. Compared to the middle of lower Yangtze, rice does not seem to have played as important a role in the diet. Thanks to their short growing season and ability to tolerate cooler temperatures millets appear to have fulfilled this function.Climatic conditions have long been cited as important reasons for agricultural change and reorganizations in prehistory, however up until recently the lack of formal modeling applied to these questions has meant that it has been difficult to understand how these changes impacted the distribution of crops on a local scale. There is still, however, much work to be done. At present, we lack a good deep time record of temperature variability across the early Holocene in China. Establishing such a record is key to enabling higher resolution and higher fidelity modeling of the spread of crops across East Asia. By allowing us to clearly outline the set of constraints faced by humans in the past, the use of these models will allow us to arrive at better interpretations of the archaeological record.']"
2017-01-19T00:00:00Z,Perinatal Choline Supplementation Reduces Amyloidosis and Increases Choline Acetyltransferase Expression in the Hippocampus of the APPswePS1dE9 Alzheimer's Disease Model Mice,"['These data show that high dietary choline consumption by mouse mothers throughout pregnancy and nursing ameliorates two central pathophysiologic features of their AD model APP.PS1 offspring: accumulation of amyloid plaques and reductions in CHAT protein levels in the hippocampus. The characteristic age-dependent progressive amyloidosis in brain of the APP.PS1 mice [45, 62] was dramatically attenuated by an increased supply of choline during fetal and early postnatal development.Consistent with previous studies, males accumulated Aβ peptides and generated amyloid plaques more slowly than the females [63–65]. Perinatally choline-supplemented males exhibited dramatic resistance to Aβ buildup measured by ELISA and Western blot assays. However, choline-supplemented males and females showed nearly equal reductions in the number and area of Aβ40 and Aβ42 immunoreactive plaques. The latter observations suggest that while the mechanisms that control brain amyloidosis in APP.PS1 mice are sexually dimorphic, the anti-amyloidogenic mechanisms engendered by high choline supply during development operate efficiently in both sexes. Our data showing that perinatal choline supplementation increased the hippocampal levels of β-CTF in both sexes is consistent with this notion. Moreover, the pattern of reduced levels of Aβ peptides together with increased levels of β-CTF in brain of perinatally choline-supplemented animals is reminiscent of what is observed in AD mouse models treated with certain inhibitors of γ-secretase [66–68]–the enzyme that catalyzes the formation of Aβ by hydrolyzing β-CTF. Thus, the mechanism underlying amelioration of amyloidosis in our choline supplemented APP.PS1 mice may be potentially mediated by reduced activity of γ-secretase. Similarly both male and female choline-supplemented APP.PS1 mice were resistant to the 30–40% decline in the hippocampal CHAT protein levels observed in mice reared on the control diet. The vulnerability of the septohippocampal cholinergic neurons to the pathophysiologic process of AD is commonly considered to be mediated by the toxic actions of Aβ peptides [69]. Our observations are consistent with this idea, however, we note that CHAT levels reach their nadir already at 9 months–a time when accumulation of hippocampal Aβ peptides and amyloid plaques in APP.PS1 mice is far from complete. Thus, it is possible that the anticholinergic actions of Aβ are saturated at low levels of the peptide, as seen in our previous studies in cell culture [69], or that they occur in the septum in the milieu of the cholinergic neuron somata, a region generally free of amyloid plaques (data not shown), rather then the hippocampus.AD model mice, including the APP.PS1 mice, reportedly exhibit impaired adult hippocampal neurogenesis as they age [70–73]. In this study, both the 9- and 12-month-old APP.PS1 mice had similar expression of DCX–a marker of newly-born, immature neurons [74]–as the WT mice suggesting no marked defects of neurogenesis in these mice. However, consistent with previous studies in rats [16, 59, 60] and Ts65Dn Down’s syndrome (DS) model mice [30], perinatal choline supplementation significantly upregulated dentate gyrus DCX staining and hippocampal DCX levels in both WT and APP.PS1 mice. Thus, high choline supply in early life appears to program the hippocampal neurogenic niche to support robust neurogenesis in adulthood. It remains to be determined if this effect of choline is due to its actions on the early maturation of the neuronal stem/precursor cells in the dentate gyrus per se or due to the modulation of the trophic environment of these cells. While there are no data on the former, the latter possibility is supported by the observations that the levels of multiple growth factors known to stimulate dentate gyrus adult neurogenesis [75] are increased in the hippocampus of perinatally choline-supplemented rats and mice. The list of such choline-responsive factors includes: NGF [15, 76], BDNF [15, 59], VEGF [60], IGF1 [15, 17], and IGF2 [77, 78].Consistent with previous studies [79, 80], including ours [64, 81], the APP.PS1 mice were characterized by hippocampal gliosis as determined by GFAP immunofluorescence and protein level assays. This gliosis was nearly eliminated by perinatal choline supplementation. Given that activation of glial cells in AD and in AD mouse models may be initiated by Aβ peptides [61], it is possible that reduced gliosis in perinatally choline-supplemented APP.PS1 mice is secondary to the amelioration of the amyloidosis seen in these animals. However, in previous studies we observed that prenatal choline supplementation in rats similarly attenuated increases in hippocampal GFAP expression evoked by seizures [16]. Taken together the data indicate that high choline intake during development may have long-term anti-inflammatory actions in brain.The age-associated amyloidosis of AD is the result of the accumulation of Aβ peptides that are produced by proteolytic processing of APP [82]. Similar amyloidosis is found already at a young age in the brains of patients with DS [83], caused by the inheritance of an extra copy of chromosome 21 that harbors the APP gene. Because the murine App and human APP genes encode proteins with somewhat different amino acid sequences, the murine Aβ peptides do not aggregate and thus produce no amyloid. For this reason, mouse models of AD (including the APP.PS1 mice) are engineered to express various forms of the human APP. However, models of DS have been generated (e.g. the Ts65Dn line [84]) by producing animals with an additional copy of a portion of murine chromosome 16 that is syntenic with the DS critical region on the human chromosome 21 [85]. These mice exhibit various morphological, cognitive, behavioral and brain defects that model DS [86]. Interestingly, perinatally choline-supplemented Ts65Dn mice are somewhat protected from attention and memory impairments [25, 28, 30], structural abnormalities in BFCN [25–27], and deficits of hippocampal neurogenesis [30]. These data, together with the current results, raise the possibility that some of the abnormalities seen in brains of the Ts65Dn and APP.PS1 mice may be mediated by common mechanisms related to overexpression of the amyloid precursor protein (App in the Ts65Dn mice and mutant APP in the APP.PS1 mice, respectively) or its proteolytic products [82], including the murine or human Aβ, and not necessarily by the toxic actions of the human Aβ peptides.The overall mechanisms of action of high choline intake during fetal and early postnatal development on adult brain structure and function remain to be determined but are likely related to the metabolism of choline for use in the synthesis of membrane phospholipids (e.g. phosphatidylcholine) and as a precursor of ACh. Moreover, following enzymatic oxidation to betaine, choline functions as a methyl group donor and as such influences DNA and histone methylation–two central epigenomic processes that regulate gene expression [87]. Indeed, we [88, 89], and others [90–93] have shown that perinatal availability of choline dramatically alters brain DNA and histone H3 methylation. In an earlier set of studies we found that prenatal choline intake modulates the methylation patterns of the regulatory DNA elements in the gene encoding IGF2 [88], and that IGF2 mRNA and protein levels are dramatically upregulated by prenatal choline supplementation in the hippocampus and cerebral cortex of rats [77, 78]. IGF2 is highly expressed in the choroid plexus and secreted into the CSF [94, 95], and thus may exert global influence on the brain. Previous studies showed that intrahippocampal injections of IGF2 in young rats [96–98] and mice [99, 100] enhances memory function, whereas antagonizing the action of endogenous IGF2 impairs memory [96, 99, 101] indicating the possible role of brain-derived IGF2 in this process. IGF2 upregulates the proliferation of neural stem cells in the dentate gyrus [102], and intrahippocampal injections of IGF2 promote the survival of adult-born neurons in the dentate granule cell layer [99, 100]. In addition, we [78], and others [103] found that IGF2 increases the release of ACh from BFCN. Most importantly, we reported that intracerebroventricular IGF2 infusion ameliorates the amyloidosis and the cholinergic defect in the APP.PS1 mice [81]. In this study, choline supplementation increased IGF2 levels and prevented the reduction in IGF2 protein observed in APP.PS1 mice. Thus, it is possible that many of the actions of high choline intake observed in this study are mediated by IGF2.Our study used a mouse model of AD that causes severe AD-like pathology due to the overexpression of mutant APP and PSEN1 genes that cause hereditary forms of the disease in humans. We found that the severity of the AD-like symptoms in this model can be significantly attenuated by the supplementation of maternal diet with choline during pregnancy and nursing. The vast majority of human AD is sporadic with no known causes and even though its prevalence is alarming, reaching over 30% in individuals over 85 years of age [104], the disease does not appear to be an inevitable result of aging. Some of the factors that prevent or forestall AD have may be genetic; e.g. non-carriers of the APOE ε4 allele [105–108] or individuals who inherited the rare APP A673T allele [109] may be somewhat protected. Our study suggests that vulnerability to AD may be modified by early-life nutrition and further support the notion that adequate intake of choline during pregnancy and nursing in an important public health goal.']"
2013-03-12T00:00:00Z,Bartonella quintana Deploys Host and Vector Temperature-Specific Transcriptomes,"['B. quintana must survive and proliferate within the body louse vector, as well as the human host, during the course of its infectious cycle. Each of these niches presents the B. quintana bacteria with unique nutritional and environmental conditions. To begin to understand how B. quintana adapts to each environment, we analyzed global transcription in bacteria grown at temperatures corresponding to the human host (37°C) or the body louse vector (28°C). We observed unique patterns of gene expression at each of these two niche-associated temperatures. These genes included temperature-specific virulence factors with known or predicted roles in secretion, iron binding and transport, and regulation of transcription. For some of the genes that were only described as encoding ‘hypothetical proteins,’ we improved the annotation and identified additional, potential virulence genes whose expression is temperature-regulated. Upstream of some of the genes that were up-regulated at 28°C, we identified a conserved, purine-rich motif that could permit coordinate transcription of temperature-regulated, niche-specific B. quintana genes.Our in vitro whole genome transcriptional profiling microarray data from B. quintana grown on agar at 28°C, were corroborated in vivo using RT-qPCR to document up-regulation of mRNA expression in the body louse for two select B. quintana genes. For this in vivo quantification of B. quintana mRNA, we used a novel model for body louse infection that recapitulates the natural route of infection of body lice with B. quintana. The louse infection model utilizes an artificial membrane-feeding system [20] that enabled us to feed lice on human blood inoculated with B. quintana. Future experiments will utilize whole transcriptome analysis to identify differentially up- and down-regulated B. quintana genes in the body louse, as well as the unique environmental signals to which these genes are responsive. From the perspective of transcriptional regulation, we found that the transition from mammalian host to arthropod vector temperature principally involves deployment of different hemin binding systems and the preparation of export systems to adapt to the new niche. During this work, we have developed important tools (in vitro whole genome B. quintana DNA microarray, and in vivo body louse infection with B. quintana) that provide a new understanding of B. quintana host and vector adaptation and will allow further study of the host-vector relationship.']"
2014-02-28T00:00:00Z,"The Standard, Intervention Measures and Health Risk for High Water Iodine Areas","[""The standard committee is revising the Determination and classification of the areas of elevated water iodine and the endemic areas of iodine excess goiter (GB/T19380-2003) according to the survey results. The new standard will upgrade the definition of areas of elevated water iodine (areas with water iodine exceeding 150 µg/L) to the areas with water iodine levels exceeding 100 µg/L. Furthermore, areas in which more than 5% of the local children between eight and 10 years-old exhibit goiter will be regarded as endemic areas. The new standard will be approved and released in the near future.The Surveillance Plan for the Areas with Elevated Water Iodine Levels in China (Trial) has been developed, which determines that the surveillance will sample half of the elevated water iodine counties in Tianjin, Hebei, Shanxi, Jiangsu, Anhui, Shandong, Henan, and Shaanxi and that surveillance sites will be set up in the villages to survey water iodine levels, children's thyroid sizes, and children's urinary iodine. The plan will be revised and finalised within several years of trial implementation.The survey results have indicated that the supply of non-iodised salt alone cannot ensure that the residents will have adequate iodine nutrition and that water improvement must be adopted as well. The need for water improvement is especially pressing for areas with water iodine levels exceeding 100 µg/L.The goiter rate of the children in Shanxi is slightly higher than other provinces despite no significant differences in the water iodine levels. This observation suggests that other factors may be in play, such as a different type of iodine existing in the water or factors other than iodine.With the increasing water iodine levels, the percentage of pregnant women suffering hypothyroxinemia rises before dropping, and the number of lactating women and women of child-bearing age with sub-clinical hypothyroidism increased eight-fold and four-fold, respectively. Additionally, the number of women who tested positive for TPO Ab increased, and the number of women who tested positive for TG Ab first increased then decreased, and those women positive for both TPO and TG Ab accounted for a high percentage.It is reasonable to define areas with elevated water iodine as those with water iodine levels exceeding than 100 µg/L.""]"
2016-02-16T00:00:00Z,Physiological and Transcriptome Responses to Combinations of Elevated CO2 and Magnesium in Arabidopsis thaliana,"['We proposed a model to show how the combined effect of elevated CO2 and Mg levels regulates the transcriptome profile in Arabidopsis (Fig 9). This model is mainly based on our analysis of gene functions and pathways. In shoots, both low Mg and high Mg induced but elevated CO2 restrained multiple-stress response and cell death, and subsequently immune system process. In addition, CO2 and Mg stresses commonly influenced the primary and secondary metabolism, displaying an inhibitory effect of low Mg but a promoting effect of both high Mg and elevated CO2. Moreover, low Mg specially inhibited photosynthesis including plasma-membrane and chloroplast as well as some related biosynthetic process, whereas high Mg altered leaf shape. On the other hand, low Mg enhanced but high Mg decreased cell wall synthesis and root-hair cell differentiation (e.g. ATXTH17, ATXTH 26, LEUCINE-RICH REPEAT/EXTENSIN 1, EXORDIUM, PRP3, POLYGALACTURONASE INHIBITING PROTEIN 1 and GLYCINE-RICH PROTEIN 5) (Fig 9). Under both low Mg and high Mg conditions, some DEGs were elevated in those involved in immune system functions, in particular, functions related to cell death, and toxin catabolic and metabolic process and defense response. Importantly, elevated CO2 mitigates the impact of low or high Mg on cell wall and root development, which is exactly the interaction nodes of combined treatment of CO2 and Mg. However, the current model still remains incomplete because the integrated output of hormonal cross-talks in response to the combined treatment of CO2 and Mg is complex due to the synergistic, additive or antagonistic effects on signaling pathways. These findings provide new insights in the interaction between CO2 and Mg nutrition on molecular physiology of the plants, which will help to design the novel metabolic engineering strategies to crops (Brassica as relatives to the model species) with Mg deficiency/excess in crop plants under elevated CO2.\n10.1371/journal.pone.0149301.g009\nFig 9\n\nOverview of CO2-Mg regulated transcriptome responses in shoots and roots.\nPutative regulated processes are enclosed in boxes. For illustration, some representative genes are given in italics. Solid arrows indicate links established in the enhanced regulation and dashed circle denote moderation of elevated CO2 on cell wall in the root. T bars, Inhibition. Different colors indicate different regulatory signals. Abbreviations: LMg, low Mg, HMg, High Mg.\n\n\n']"
2017-09-22T00:00:00Z,"Seasonal variations in carbon, nitrogen and phosphorus concentrations and C:N:P stoichiometry in different organs of a Larix principis-rupprechtii Mayr. plantation in the Qinling Mountains, China","['In contrast to natural forests, nutrient cycling within plantation forests can depend on artificial management, and the seasonal variations in C, N and P concentrations and their stoichiometric ratios in different growth stages can reflect the physiological requirements of the plants. However, short-term data could limit the ability to predict nutritional limitations in forest ecosystems, so we attempted to elucidate the tendency of the variation in C, N and P concentrations and their stoichiometries via long-term field experiments in a larch plantation. The results of our study suggest that the variation in the C, N and P concentrations and the C:N:P stoichiometric ratios in different plant organs may be caused by the variation in nutrient allocation patterns or physiological demands in different growing seasons, and the evidence indicated that nutrient limitation in forest ecosystems is a complex phenomenon. Thus, the use of short-term data to judge N or P limitation to plant growth is limited.Our study indicated that the C,N and P concentrations and the C:N and C:P ratios in different plant organs were strongly affected by sampling time and plant age (stand age), and should be considered when compiling datasets across large spatial scales. To address the variation caused by differences in plant development and plant age, we suggest that additional information about these factors should become part of ecological plant stoichiometry. The C, N and P concentrations and the C:N, C:P and N:P ratios in different plant organs are significantly influenced by plant age (stand age), which may be used as a new methodology to understand plant growth and the formation of plant communities.Our study indicated that the leaf N:P ratios varied with growing season and stand age. During certain periods of the growing season, the tissue N:P ratio significantly increased with stand age, and the leaf N:P ratios may continue to increase with increasing stand age and to values higher than 14. This topic is being investigated in a new ongoing project, and further studies are under consideration. Collectively, our results should be applicable to sustainable of larch plantation management and inform the application of optimal N fertilization to stands of all ages in the early growing season in our study region. Further investigations of the relationship between the stoichiometric ratios in plants and the growing season or stand age should be conducted to provide insights into the conservation and management of plantation forests.']"
2016-11-10T00:00:00Z,A Data Driven Network Approach to Rank Countries Production Diversity and Food Specialization,"['In this work we have exploited country-food production data to identify subsets of countries which produce similar commodities or subsets of commodities shared by a given country allowing for visualization of correlations in large networks. We have also applied a non-linear iterative map to rank food specialization and country fitness. Our results highlight how the bipartite country-food production network is nested, reflecting that, on average, countries with high fitness producing highly specialized food commodities also produce low specialization goods, while nations with low fitness producing a small basket of food products, typically produce low specialization food commodities. These results are similar to what was found by Tacchella and collaborators for economic products [9].We envision that the quantitative methods presented here will provide new approaches to fundamental analyses alimented by the available data of country-food security. In fact, there is increasing evidence that a comprehensive analysis of food security and sustainability, food trade must be taken in account, in order to evaluate which countries are dependent on food imports [5, 31, 32], and to estimate the impact of the intensification of the land grabbing [33]. The narrowing of diversity in crop and animal species contributing to the world’s food supplies is considered a potential threat to food security [34, 35] and should be readily identified in application of the framework presented above. For example we find that during the period 1992-2011 Ireland and New Zealand decreased their food production diversity, producing 16 and 22 different food commodities in 2011 instead of 21 and 29 in 1991, respectively resulting in a corresponding ≈ 25% decrease in fitness. We stress that this analysis can be easily applied to study production and trade networks weighted with respect to different nutritional indicators (proteins, fat, calories). As such future work can explore import and export data, food specialization with regards to secondary commodities (e.g. chocolates, breads, cheese) in order to better understand how food trade impacts each country’s fitness and specialization. There is also the ability to investigate the relation between food specialization, food price and price volatility as, combined with the presented analysis on import MSF sub-trees, it may help to develop a framework in which to detect early warning signs of local food crises.']"
2018-12-17T00:00:00Z,Stable isotope signatures and nutritional sources of some dominant species from the PACManus hydrothermal area and the Desmos caldera,"['Our study encompassed several dominant species collected from each of three sites. Although local conditions were different at each site, nutritional relationships and trophic structures were similar for the same species across locations. However, for the two species collected in more than one site (R. vandoverae and M. lauensis), there were significant differences in the isotopic signatures between sites. First, chemosynthetic bacteria were the major primary source of carbon in this ecosystem. Second, the dominant species, including shrimps, galatheids, mussels and gastropods, at these hydrothermal vents were not apparently selective in their food choices, which may be due to the limited range of food sources. As primary consumers, mussels mainly obtained energy from symbiotic bacteria that used RuBisCO form I for the CBB cycle. Mussels also obtained some energy by filter-feeding, but in considerably lower amounts. Symbiotic polychaetes consumed mussels and symbiotic bacteria as prey. Like mussels, gastropods relied mainly on symbiotic bacteria for energy with some supplementary consumption of detritus. Tube worms obtained energy from symbiotic bacteria, but their bacterial species were different from those of the mussels. Finally, crustaceans were found to be omnivorous on chemosynthetic bacteria, detritus, or even animals.Since most of the trophic structure relied on chemosynthetic bacteria and the bacteria relied on reduced compounds from the vent emissions, any disruption of vent emission by mining activities could have major consequences on the trophic structure and finally on vent ecosystem functioning. Moreover, our study suggested that there might be food relationship between animals, i.e., mussels and commensal scale worms. In addition, other members of the vent community must be considered in order to obtain a more comprehensive picture of the vent trophic network. Therefore, to evaluate the potential impacts of deep sea mining, it is necessary to study not only the direct destruction of the organisms attached to the mineral rocks but also the cascade effects on the food web of the whole ecosystem. Furthermore, the dense communities attached to rocks formed several microenvironments and presented high biodiversity. Although the relationship of interdependence among organisms in the microenvironment is not clear, there was no doubt that mining had effects on these microenvironments. Before exploiting deep-sea resources, further systematic investigations concerning the protection of deep-sea ecosystems are deeded.']"
2018-10-15T00:00:00Z,Bambara groundnut (Vigna subterranea (L.) Verdc.) flour: A functional ingredient to favour the use of an unexploited sustainable protein source,"['All pre-treatment methods improved dehulling and milling efficiency of BG varieties cementing applicability in flour production. The decisive factor in selecting the preferred method for a specific food application has to focus on the sensorial, functional and nutritional properties of the flour. Colour was affected by roasting, such that roasted flour had a darker colour. Nutritionally, bambara groundnut flour compares with other legumes such as cowpea and chickpea. Varietal differences in chemical properties were minor, except for protein content and ash content, which were much higher in the red variety, making it considerably more nutritious. Consequently, pre-treatment is expected to have more effect on the functional properties of the red variety.Differences in thermal properties due to varietal differences and pre-treatment methods were observed. The flours from the red variety had higher gelatinization temperatures as compared to the black-eye variety, whilst roasting caused a higher onset gelatinization temperature. Starch granule alterations are credited in the increase in gelatinization temperatures. Black-eye flours had lower LGC values than the red variety flours, which can be attributed to the higher starch content in the former.Concerning food applications, the low emulsification and low foaming properties reported, suggests that BG flour is not suitable for food products that require a high percentage of porosity. Therefore, the solution to this will be blending with wheat to improve the properties. The high WAC of dry-roasted flour and combined soaked and roasted flour indicates usefulness of flour especially in food formulations involving dough due to its ability to absorb water and swell for improved consistency in food.In conclusion, based on functional properties, both varieties are recommended for flour processing. No single processing method is optimal, but is determined by the intended application. Based on functional properties, the soaked and combined soaked and roasted flours are recommended for further research in product development and consumer acceptance of locally consumed food products such as porridge, soups, bread, cakes and fritters as illustrated in Fig 6. Nutrient enhancement of staple foods such as maize by blending with flour is also suggested as a way of increasing diversity while at the same time alleviating malnutrition problems faced by marginalised communities.\n10.1371/journal.pone.0205776.g006\nFig 6\n\nPotential applications of bambara groundnut flour in food products.\n\n\n']"
